Mandatory/Elective,Course Code,Course Name,Instructor,Credits,Acronym,Day,Start Time,End Time,Group,Message,Venue
Elective,MTH200,Introduction to Mathematical Logic,Sankha Basu,4,IML,Monday,0230PM,0400PM,0,Lecture,C02
Elective,MTH200,Introduction to Mathematical Logic,Sankha Basu,4,IML,Thursday,0230PM,0400PM,0,Lecture,C02
Mandatory,CSE234,Computer Architecture and Operating Systems,Bijoy Chand Chatterjee,4,CAOS,Tuesday,1230PM,0130PM,0,Lecture,C02
Mandatory,CSE234,Computer Architecture and Operating Systems,Bijoy Chand Chatterjee,4,CAOS,Friday,1230PM,0130PM,0,Lecture,C02
Elective,BIO213,Introduction to Quantitative Biology,Subhadip Raichudhuri,4,IQB,Monday,0230PM,0400PM,0,Lecture,C21
Elective,BIO213,Introduction to Quantitative Biology,Subhadip Raichudhuri,4,IQB,Thursday,0230PM,0400PM,0,Lecture,C21
Elective,MTH303,Graph Theory,Samaresh Chatterji(V),4,GT,Monday,0400PM,0530PM,0,Lecture,C21
Elective,MTH303,Graph Theory,Samaresh Chatterji(V),4,GT,Wednesday,0400PM,0530PM,0,Lecture,C21
Elective,MTH303,Graph Theory,Samaresh Chatterji(V),4,GT,Tuesday,0830AM,1000AM,1,Tutorial,C22
Elective,MTH303,Graph Theory,Samaresh Chatterji(V),4,GT,Tuesday,0830AM,1000AM,2,Tutorial,C23
Elective,MTH303,Graph Theory,Samaresh Chatterji(V),4,GT,Tuesday,0830AM,1000AM,3,Tutorial,C24
Elective,MTH311,Combinatorics and its Applications,Samrith Ram,4,CIA,Monday,0230PM,0400PM,0,Lecture,C03
Elective,MTH311,Combinatorics and its Applications,Samrith Ram,4,CIA,Thursday,0230PM,0400PM,0,Lecture,C03
Elective,BIO531,Introduction to Mathematical Biology,Subhadip Raichudhuri,4,IMB,Wednesday,1000AM,1130AM,0,Lecture,A106
Elective,BIO531,Introduction to Mathematical Biology,Subhadip Raichudhuri,4,IMB,Friday,1000AM,1130AM,0,Lecture,A106
Elective,BIO534,Introduction to Computational Neuroscience,Sriram K,4,ICN,Tuesday,1000AM,1130AM,0,Lecture,C13
Elective,BIO534,Introduction to Computational Neuroscience,Sriram K,4,ICN,Thursday,1130AM,0100PM,0,Lecture,C13
Elective,BIO533,Systems and Synthetic Biology,Sriram K,4,SSB,Tuesday,0230PM,0400PM,0,Lecture,C03
Elective,BIO533,Systems and Synthetic Biology,Sriram K,4,SSB,Friday,0230PM,0400PM,0,Lecture,C03
Elective,BIO571,Network Science,Ganesh Bagler,4,NS,Tuesday,1130AM,0100PM,0,Lecture,LR1
Elective,BIO571,Network Science,Ganesh Bagler,4,NS,Friday,1130AM,0100PM,0,Lecture,C22
Elective,BIO523,Cheminoformatics,Ganesh Bagler,4,CHI,Tuesday,0400PM,0530PM,0,Lecture,C03
Elective,BIO523,Cheminoformatics,Ganesh Bagler,4,CHI,Friday,0400PM,0530PM,0,Lecture,C03
Elective,BIO543,Big Data Mining in Healthcare,GPS Raghava,4,BDMH,Monday,0230PM,0400PM,0,Lecture,C24
Elective,BIO543,Big Data Mining in Healthcare,GPS Raghava,4,BDMH,Thursday,0230PM,0400PM,0,Lecture,C24
Elective,CSE341/CSE541,Biometrics/Advanced Biometrics,Mayank Vatsa,4,BIOM,Wednesday,0400PM,0700PM,0,Lecture,C24
Elective,CSE342/CSE542,Statistical Machine Learning,Richa Singh,4,SML,Tuesday,0230PM,0400PM,0,Lecture,C11
Elective,CSE342/CSE542,Statistical Machine Learning,Richa Singh,4,SML,Friday,0230PM,0400PM,0,Lecture,C11
Elective,CSE344/CSE544/ECE344/ECE544,Computer Vision,Saket Anand,4,CV,Monday,1130AM,0100PM,0,Lecture,C24
Elective,CSE344/CSE544/ECE344/ECE544,Computer Vision,Saket Anand,4,CV,Wednesday,1130AM,0100PM,0,Lecture,C24
Elective,CSE501,Designing Human-Centred Systems,Ponnurangam Kumaraguru,4,DHCS,Monday,1000AM,1130AM,0,Lecture,A106
Elective,CSE501,Designing Human-Centred Systems,Ponnurangam Kumaraguru,4,DHCS,Thursday,1000AM,1130AM,0,Lecture,C01
Elective,CSE502,Foundations of Parallel Programming,Vivek Kumar,4,FPP,Monday,1130AM,0100PM,0,Lecture,B105
Elective,CSE502,Foundations of Parallel Programming,Vivek Kumar,4,FPP,Wednesday,1130AM,0100PM,0,Lecture,B105
Elective,CSE502,Foundations of Parallel Programming,Vivek Kumar,4,FPP,Wednesday,0530PM,0700PM,0,Lab,L21
Elective,CSE508,Information Retrieval,Tanmoy Chakraborty,4,IR,Tuesday,1130AM,0100PM,0,Lecture,A006
Elective,CSE508,Information Retrieval,Tanmoy Chakraborty,4,IR,Friday,1130AM,0100PM,0,Lecture,A006
Elective,CSE510A,Big Data Analytics ,Vikram Goyal,2,BDA,Tuesday,0400PM,0530PM,0,Lecture,C13
Elective,CSE523,Randomised Algorithms,Rajiv Raman,4,RA,Tuesday,1000AM,1130AM,0,Lecture,C22
Elective,CSE523,Randomised Algorithms,Rajiv Raman,4,RA,Thursday,1130AM,0100PM,0,Lecture,C22
Elective,CSE524,Theory of Modern Cryptography,Donghoon Chang,4,TMC,Tuesday,1000AM,1130AM,0,Lecture,C12
Elective,CSE524,Theory of Modern Cryptography,Donghoon Chang,4,TMC,Thursday,1130AM,0100PM,0,Lecture,C12
Elective,CSE734,Advance Topics in Mobile Computing,Mukulika Maity,4,ATMC,Monday,0230PM,0400PM,0,Lecture,C23
Elective,CSE734,Advance Topics in Mobile Computing,Mukulika Maity,4,ATMC,Thursday,0230PM,0400PM,0,Lecture,C23
Elective,CSE535,Mobile Computing,Pushpendra Singh,4,MC,Tuesday,0400PM,0530PM,0,Lecture,C21
Elective,CSE535,Mobile Computing,Pushpendra Singh,4,MC,Friday,0400PM,0530PM,0,Lecture,C21
Elective,CSE560,GPU Computing,Ojaswa Sharma,4,GPU,Monday,1000AM,1130AM,0,Lecture,C13
Elective,CSE560,GPU Computing,Ojaswa Sharma,4,GPU,Thursday,1000AM,1130AM,0,Lecture,C13
Elective,CSE561,Probabilistic Graphical Models,Chetan Arora,4,PGM,Monday,1000AM,1130AM,0,Lecture,C03
Elective,CSE561,Probabilistic Graphical Models,Chetan Arora,4,PGM,Thursday,1000AM,1130AM,0,Lecture,C03
Elective,CSE609,Statistical Computation,Vibhor Kumar,4,SC,Monday,1000AM,1130AM,0,Lecture,C12
Elective,CSE609,Statistical Computation,Vibhor Kumar,4,SC,Thursday,1000AM,1130AM,0,Lecture,C12
Elective,CSE622,Introduction to Quantum Computing,Debajyoti Bera,4,IQC,Tuesday,1130AM,0100PM,0,Lecture,C03
Elective,CSE622,Introduction to Quantum Computing,Debajyoti Bera,4,IQC,Friday,1130AM,0100PM,0,Lecture,C03
